Date,Sale Order Number,Invoice number,Channel entry,Channel Ledger,Product Name,Product SKU Code,Qty,Unit Price,Currency,conversion rate,Total,Customer Name,Shipping Address Name,Shipping Address Line 1,Shipping Address Line 2,Shipping Address City,Shipping Address State,Shipping Address Country,Shipping Address Pincode,Shipping Address Phone,Shipping Provider,AWB num, Sales ,Sales Ledger,CGST,CGST Rate,SGST,SGST Rate,IGST,IGST Rate,UTGST,UTGST Rate,CESS,CESS Rate,Other charges,Other charges Ledger,Other charges1,Other charges Ledger1,Service tax,ST Ledger,Discount Ledger,Discount Amount,IMEI,Godown,Dispatch Date/Cancellation Date,Narration,Entity,Voucher Type Name ,TIN NO,Original Invoice Date ,Original Sale No,Channel Invoice Created,Channel State,Customer GSTIN,Channel_Party GSTIN,Billing Party Code,Tax Verification,GST Registration Type,TCS Amount,Adjustment In Selling Price,Adjustment In Discount,Other charges Ledger2,Other charges2,Store Credit,Prepaid Amount,Tax On Other Charges,Tax On Other Charges1,Tax On Other Charges2,IRN,Acknowledgement Number,HSN Code,Payment Method,Billing Address Line 1,Billing Address Line 2,ISBN,Bundle SKU Code Number
26/12/23,422I6QEV,INVOICE-5,957.6,CocoBlu_Retail,Product 21,Product_Code_21,1,210,INR,1, 210 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 178 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 32 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,1920,CocoBlu_Retail,Product 22,Product_Code_22,6,220,INR,1," 1,320 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 1,119 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 201 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,1233.92,CocoBlu_Retail,Product 23,Product_Code_23,4,230,INR,1, 920 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 780 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 140 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,58968,CocoBlu_Retail,Product 24,Product_Code_24,130,240,INR,1," 31,200 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 26,441 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 4,759 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,3147.87,CocoBlu_Retail,Product 25,Product_Code_25,3,250,INR,1, 750 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 636 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 114 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,86626.4,CocoBlu_Retail,Product 26,Product_Code_26,499,260,INR,1," 129,740 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 109,949 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 19,791 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,47043.06,CocoBlu_Retail,Product 27,Product_Code_27,97,270,INR,1," 26,190 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 22,195 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 3,995 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,306.88,CocoBlu_Retail,Product 28,Product_Code_28,1,280,INR,1, 280 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 237 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 43 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,1254.4,CocoBlu_Retail,Product 29,Product_Code_29,1,290,INR,1, 290 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 246 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 44 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,2308.58,CocoBlu_Retail,Product 30,Product_Code_30,2,300,INR,1, 600 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 508 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 92 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,87012.8,CocoBlu_Retail,Product 31,Product_Code_31,457,310,INR,1," 141,670 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 120,059 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 21,611 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,1049.29,CocoBlu_Retail,Product 32,Product_Code_32,1,320,INR,1, 320 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 271 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 49 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,77112,CocoBlu_Retail,Product 33,Product_Code_33,170,330,INR,1," 56,100 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 47,542 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 8,558 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,8640,CocoBlu_Retail,Product 34,Product_Code_34,27,340,INR,1," 9,180 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 7,780 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 1,400 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,565.55,CocoBlu_Retail,Product 35,Product_Code_35,5,350,INR,1," 1,750 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 1,483 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 267 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,20868.3,CocoBlu_Retail,Product 36,Product_Code_36,135,360,INR,1," 48,600 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 41,186 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 7,414 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,27258,CocoBlu_Retail,Product 37,Product_Code_37,33,370,INR,1," 12,210 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 10,347 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 1,863 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,2098.58,CocoBlu_Retail,Product 38,Product_Code_38,2,380,INR,1, 760 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 644 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 116 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,1119.29,CocoBlu_Retail,Product 39,Product_Code_39,1,390,INR,1, 390 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 331 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 59 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,556.96,CocoBlu_Retail,Product 40,Product_Code_40,2,400,INR,1, 800 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 678 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 122 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,2776.32,CocoBlu_Retail,Product 41,Product_Code_41,9,410,INR,1," 3,690 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 3,127 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 563 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,27428.8,CocoBlu_Retail,Product 42,Product_Code_42,158,420,INR,1," 66,360 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 56,237 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 10,123 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,7328FIOI,INVOICE-1,19521.92,CocoBlu_Retail,Product 43,Product_Code_43,16,430,INR,1," 6,880 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 5,831 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 1,049 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,7328FIOI,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,3e1b9a473c6456fcd72f99f3c242fe0a62264b8aedf9c13b91640147df2895e7,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
